d,ep,stress,total_strain
0,0,0,0
5.7198307288773e-05,0,6.8706787202911,0.00010000499999996
0.00022723049042066,0,13.687293703495,0.00020001999999975
0.00050561080885594,0,20.399880860548,0.00030004499999992
0.0008854266837291,0,26.964910483847,0.00040007999999991
0.0013580213503446,0,33.347145781847,0.00050012499999996
0.0019137319111826,0,39.520352244841,0.00060017999999995
0.0025425636195721,0,45.46701298666,0.00070024499999988
0.0032347272347783,0,51.17735591639,0.00080031999999997
0.0039810145808292,0,56.64802336529,0.0009004050000001
0.0047730228968985,0,61.880655567996,0.0010004999999998
0.0056032574298478,0,66.880568032728,0.0011006050000001
0.0064651466940487,0,71.655617068886,0.00120072
0.0073530015419175,0,76.215284438241,0.0013008450000001
0.0082619421646173,0,80.569973784141,0.0014009800000001
0.0091878115554622,0,84.730489722655,0.0015011250000001
0.01012708523453,0,88.707668080628,0.00160128
0.011076785085154,0,92.512122572646,0.001701445
0.012034400421703,0,96.154079755274,0.0018016200000001
0.012997817881743,0,99.643278569695,0.001901805
0.013965260394553,0,102.98891605557,0.0020019999999999
0.014935234737696,0,106.19962535209,0.002102205
0.015906486926421,0,109.28347557516,0.0022024200000001
0.016877964484712,0,112.24798610296,0.002302645
0.01784878468346,0,115.10014986133,0.00240288
0.018818207843673,0,117.84646188404,0.0025031249999999
0.019785614944502,0,120.49295048438,0.0026033799999999
0.020750488849855,0,123.04520926216,0.002703645
0.021712398545962,0,125.50842881364,0.0028039200000002
0.022670985921594,0,127.88742733115,0.0029042049999999
0.023625954653602,0,130.186679678,0.0030044999999999
0.024577060844529,0,132.41034469811,0.0031048050000001
0.025524105141895,0,134.5622906065,0.0032051200000001
0.026466926080868,0,136.64611847952,0.0033054450000001
0.027405394447002,0,138.66518389513,0.00340578
0.028339408509415,0,140.62261676748,0.0035061250000002
0.029268889959802,0,142.52133953736,0.0036064800000001
0.030193780481748,0,144.36408374557,0.0037068450000003
0.031114038804341,0,146.15340521861,0.00380722
0.032029638197409,0,147.89169790253,0.003907605
0.032940564337536,0,149.58120646488,0.004008
0.033846813467044,0,151.22403782344,0.004108405
0.034748390827405,0,152.82217163671,0.00420882
0.035645309309113,0,154.37746989117,0.0043092449999997
0.036537588289918,0,155.89168565939,0.0044096800000002
0.037425252637121,0,157.36647109786,0.0045101249999999
0.038308331848933,0,158.80338475954,0.0046105799999998
0.039186475865757,4.6888908975674e-05,158.60869041811,0.004711045
0.040046481398551,0.00014584194086907,156.69902189645,0.0048115199999998
0.04088517879977,0.00024478521116037,154.87297601652,0.0049120049999997
0.041703835336297,0.00034371872178395,153.12419828554,0.0050124999999997
