d,ep,stress,total_strain
0,0,0,0
0.00016823112685393,0,6.8007366205319,0.00010000499999996
0.00063377016544078,0,13.181356697218,0.00020001999999975
0.0013109655486161,0,18.919346595781,0.00030004500000014
0.0021177227826537,0,23.987967997883,0.00040007999999991
0.0029960433529085,0,28.457007632348,0.00050012499999996
0.0039099843075634,0,32.420052412617,0.00060017999999995
0.0048383618333893,0,35.964061111777,0.00070024499999988
0.0057688929861144,0,39.161329431292,0.00080031999999997
0.0066945061241732,0,42.069710162211,0.00090040499999988
0.0076111798823846,0,44.735048377033,0.0010004999999998
0.0085166963701175,0,47.193762586773,0.0011006050000001
0.0094099167937691,0,49.475008124771,0.00120072
0.010290354108549,0,51.602357429447,0.0013008450000001
0.011157916401822,0,53.595070144918,0.0014009800000001
0.012012750224808,0,55.469046213139,0.0015011250000001
0.012855143528912,0,57.237542623458,0.00160128
0.013685464869547,0,58.911715915514,0.001701445
0.014504125022792,0,60.501036432199,0.0018016200000001
0.015311552686762,0,62.013607686066,0.001901805
0.016108179185419,0,63.456414927127,0.0020019999999999
0.01689442891437,0,64.835520602693,0.002102205
0.017670713559094,0,66.156219401253,0.0022024200000001
0.018437428744421,0,67.423162404818,0.0023026450000002
0.019194952293971,0,68.64045730294,0.00240288
0.019943643505179,0,69.811750006562,0.0025031249999999
0.020683843120434,0,70.94029152648,0.0026033799999999
0.021415873698391,0,72.028993260081,0.002703645
0.022140040273364,0,73.080472905413,0.00280392
0.022856631136314,0,74.09709293723,0.0029042049999999
0.023565918715317,0,75.080992949475,0.0030044999999999
0.024268160472384,0,76.03411705554,0.0031048050000001
0.024963599806142,0,76.9582371859,0.0032051200000001
0.025652466927123,0,77.854973019296,0.0033054450000001
0.026334979698408,0,78.725809105364,0.00340578
0.027011344435046,0,79.572109638212,0.003506125
0.027681756657829,0,80.395131258459,0.0036064800000001
0.028346401794817,0,81.196034201788,0.0037068450000001
0.029005455848413,0,81.975892010623,0.00380722
0.029659086002552,0,82.735700074617,0.003907605
0.030307451196637,0,83.476383121962,0.004008
0.030950702653571,0,84.19880183872,0.004108405
0.031588984370652,0,84.903758724676,0.00420882
0.032222433577002,0,85.592003286445,0.004309245
0.032851181153357,0,86.264236668553,0.0044096799999999
0.033475352023788,0,86.921115781737,0.0045101249999999
0.034095065520273,0,87.563256993985,0.0046105799999998
0.034710167371294,4.6888908975523e-05,87.313148243637,0.0047110449999998
0.035311517958497,0.00014584194086909,86.130770906603,0.0048115199999998
0.035897027988627,0.00024478521116057,85.006957582261,0.0049120049999998
0.036467699701435,0.00034371872178431,83.936774169419,0.0050124999999998
0.037024437616561,0.00044264247467401,82.915863407553,0.0051130049999999
0.037568061097168,0.00054155647176226,81.940359967139,0.00521352
0.038099315003535,0.00064046071498206,81.006820313058,0.005314045
0.038618878706676,0.00073935520626537,80.112164517094,0.0054145799999999
0.039127373756584,0.00083823994754362,79.2536276757,0.0055151249999999
0.039625370443956,0.00093711494074754,78.428719098374,0.00561568
0.040113393440796,0.0010359801878075,77.635187835239,0.0057162449999998
0.040591926674264,0.0011348356906534,76.870993402129,0.0058168200000001
0.041061417556874,0.001233681451214,76.134280795931,0.005917405
0.041522280671992,0.0013325174714178,75.423359074603,0.0060179999999999
0.041974900999024,0.0014313437531927,74.736682909875,0.0061186049999997
0.042419636745195,0.0015301602984666,74.072836636014,0.0062192199999998
