time,Rx_left,Rx_right,p,separation
0,0,0,0,0
0.00025,-0.038995930554472,0.038995930554433,0,4.4346453176833e-09
0.0005,-0.077991861108939,0.077991861108899,0,8.869290635366e-09
0.00075,-0.11698779166341,0.11698779166337,0,1.3303935953049e-08
0.001,-0.15598372221787,0.15598372221784,0,1.7738581270731e-08
0.00125,-0.19497965277234,0.1949796527723,0,2.2173226588414e-08
0.0015,-0.23397558332681,0.23397558332677,0,2.6607871906097e-08
0.00175,-0.27297151388128,0.27297151388125,0,3.104251722378e-08
0.002,-0.31196744443574,0.3119674444357,0,3.5477162541462e-08
0.00225,-0.35096337499021,0.35096337499018,0,3.9911807859145e-08
0.0025,-0.38995930554468,0.38995930554465,0,4.4346453176828e-08
0.00275,-0.42895523609914,0.42895523609911,0,4.8781098494511e-08
0.003,-0.46795116665361,0.46795116665356,0,5.3215743812193e-08
0.00325,-0.50694709720808,0.50694709720804,0,5.7650389129876e-08
0.0035,-0.54594302776255,0.54594302776251,0,6.2085034447559e-08
0.00375,-0.58493895831701,0.58493895831699,0,6.6519679765242e-08
0.004,-0.62393488887148,0.62393488887144,0,7.0954325082924e-08
0.00425,-0.66293081942595,0.66293081942592,0,7.5388970400607e-08
0.0045,-0.70192674998042,0.70192674998039,0,7.982361571829e-08
0.00475,-0.74092268053488,0.74092268053483,0,8.4258261035973e-08
0.005,-0.77991861108935,0.77991861108933,0,8.8692906353655e-08
0.00525,-0.81891454164381,0.81891454164379,0,9.3127551671338e-08
0.0055,-0.85791047219828,0.85791047219822,0,9.7562196989021e-08
0.00575,-0.89690640275275,0.89690640275273,0,1.019968423067e-07
0.006,-0.93590233330722,0.93590233330719,0,1.0643148762439e-07
0.00625,-0.97489826386168,0.97489826386165,0,1.1086613294207e-07
0.0065,-1.0138941944162,1.0138941944161,0,1.1530077825975e-07
0.00675,-1.0528901249706,1.0528901249706,0,1.1973542357743e-07
0.007,-1.0918860555251,1.091886055525,0,1.2417006889512e-07
0.00725,-1.1308819860796,1.1308819860795,0,1.286047142128e-07
0.0075,-1.169877916634,1.169877916634,0,1.3303935953048e-07
0.00775,-1.2088738471885,1.2088738471884,0,1.3747400484817e-07
0.008,-1.247869777743,1.2478697777429,0,1.4190865016585e-07
0.00825,-1.2868657082974,1.2868657082974,0,1.4634329548353e-07
0.0085,-1.3258616388519,1.3258616388519,0,1.5077794080121e-07
0.00875,-1.3648575694064,1.3648575694063,0,1.552125861189e-07
0.009,-1.4038534999608,1.4038534999608,0,1.5964723143658e-07
0.00925,-1.4428494305153,1.4428494305152,0,1.6408187675426e-07
0.0095,-1.4818453610698,1.4818453610697,0,1.6851652207194e-07
0.00975,-1.5208412916242,1.5208412916242,0,1.7295116738963e-07
0.01,-1.5598372221787,1.5598372221787,0,1.7738581270731e-07
0.01025,-1.5988331527332,1.598833152733,0,1.8182045802499e-07
0.0105,-1.6378290832876,1.6378290832877,0,1.8625510334268e-07
0.01075,-1.6768250138421,1.676825013842,0,1.9068974866036e-07
0.011,-1.7158209443966,1.7158209443965,0,1.9512439397804e-07
0.01125,-1.754816874951,1.754816874951,0,1.9955903929572e-07
0.0115,-1.7938128055055,1.7938128055055,0,2.0399368461341e-07
0.01175,-1.83280873606,1.8328087360599,0,2.0842832993109e-07
0.012,-1.8718046666144,1.8718046666144,0,2.1286297524877e-07
0.01225,-1.9108005971689,1.9108005971688,0,2.1729762056645e-07
0.0125,-1.9497965277234,1.9497965277233,0,2.2173226588414e-07
0.01275,-1.9887924582778,1.9887924582778,0,2.2616691120182e-07
0.013,-2.0277883888323,2.0277883888322,0,2.306015565195e-07
0.01325,-2.0667843193868,2.0667843193868,0,2.3503620183719e-07
0.0135,-2.1057802499412,2.1057802499412,0,2.3947084715487e-07
0.01375,-2.1447761804957,2.1447761804957,0,2.4390549247255e-07
0.014,-2.1837721110502,2.1837721110501,0,2.4834013779023e-07
0.01425,-2.2227680416046,2.2227680416046,0,2.5277478310792e-07
0.0145,-2.2617639721591,2.261763972159,0,2.572094284256e-07
0.01475,-2.3007599027136,2.3007599027135,0,2.6164407374328e-07
0.015,-2.339755833268,2.339755833268,0,2.6607871906097e-07
0.01525,-2.3787517638225,2.3787517638224,0,2.7051336437865e-07
0.0155,-2.417747694377,2.4177476943769,0,2.7494800969633e-07
0.01575,-2.4567436249314,2.4567436249314,0,2.7938265501401e-07
0.016,-2.4957395554859,2.4957395554859,0,2.838173003317e-07
0.01625,-2.5347354860404,2.5347354860404,0,2.8825194564938e-07
