time,J,surface_area
0,0,0
0.1,0.019081318276796,0.74435742881505
0.2,0.072247197777639,0.74476498942126
0.3,0.15504789939154,0.74613163800993
0.4,0.26331530124427,0.74892037668825
0.5,0.39484585000142,0.75345373101314
0.6,0.54813159913494,0.75962975115569
0.7,0.72301032888643,0.76758971361907
0.8,0.91730464430202,0.77791486950385
0.9,1.1255392447552,0.79282158447635
1,1.3351532310205,0.81762274440455
1.1,1.3697280772413,0.82575620651086
1.2,1.4035130902557,0.83428623704737
1.3,1.4354205406425,0.8439398156394
1.4,1.4657065383136,0.85465788562265
1.5,1.4928222043545,0.86733024282198
1.6,1.5166618273212,0.88197960918334
1.7,1.5373289271146,0.89865561729728
1.8,1.555511002823,0.91695407376654
1.9,1.5703971778537,0.93743954978496
2,1.5840674787636,0.95881836757751
2.1,1.5961185846167,0.98133451198462
2.2,1.6078221087053,1.004134765708
2.3,1.6183334235468,1.027792282966
2.4,1.6273389537178,1.0525579314243
2.5,1.6361028738792,1.0775764569349
2.6,1.6444810268257,1.102950080265
2.7,1.652566012695,1.1286171952725
2.8,1.6621288047311,1.1532842051149
2.9,1.670143954342,1.1791283879473
3,1.6765363748255,1.2063201245132
3.1,1.6809736016023,1.2350876414531
3.2,1.6845474278497,1.2646518785012
3.3,1.6871709908272,1.2950677085008
3.4,1.6890790857205,1.3261645198438
3.5,1.6909072904728,1.3574742572494
3.6,1.6923322626163,1.3892225023064
3.7,1.6934282059592,1.4213542349723
3.8,1.6941485600977,1.4539017252147
3.9,1.694849927448,1.4865320679819
4,1.6961733527751,1.5187219620824
4.1,1.6993309092669,1.5495959600201
4.2,1.7026049096176,1.5804888256918
4.3,1.7053199351409,1.6119266982186
4.4,1.7075185295883,1.6439213139264
4.5,1.7091371219966,1.6765421173635
4.6,1.7100156666761,1.7097531097563
4.7,1.7108194639897,1.7431179634189
4.8,1.7107456057689,1.7773068076265
4.9,1.7106038542309,1.8116062328375
5,1.7101778142568,1.8462132281951
5.1,1.7095875532046,1.881032663571
5.2,1.7093335873191,1.9156588319681
5.3,1.7086433874791,1.9507031888018
5.4,1.7079671442908,1.9859691876021
5.5,1.7070539059127,2.0213375769122
5.6,1.7060508396798,2.0568406869234
5.7,1.7057090745737,2.0917967101782
5.8,1.705104198828,2.1269271220052
5.9,1.7067788314075,2.1602582329704
6,1.7089795664276,2.1931876871117
6.1,1.7109527209256,2.2263690295408
6.2,1.7118847292699,2.260463008976
6.3,1.7129559952652,2.2945038829538
6.4,1.7131911908216,2.3292895459766
6.5,1.713217191558,2.3643070546749
6.6,1.7128744396449,2.3996824848336
6.7,1.7121037410845,2.4354556185314
6.8,1.7111041908021,2.4714655903689
6.9,1.7098939110392,2.5076884194783
7,1.7086094844734,2.544017584612
7.1,1.7071924965188,2.5804946327031
7.2,1.7062014086575,2.616658816291
7.3,1.7042821826022,2.6536337480003
7.4,1.7025639474505,2.6904880167098
7.5,1.7010116434607,2.7271641201981
7.6,1.7007807266517,2.7626654885888
7.7,1.7019748773621,2.7969885557964
7.8,1.704215511867,2.8304920986185
7.9,1.7054174498801,2.8649333219549
8,1.7058101293764,2.9001276180083
8.1,1.7053605234385,2.9361072327003
8.2,1.7036750215432,2.9732084494873
8.3,1.7020534211117,3.0103331859419
8.4,1.699647262632,3.0481988507835
8.5,1.6976549249864,3.0857925612208
8.6,1.6951959652183,3.1238657530877
8.7,1.6924549364504,3.1622830309916
8.8,1.6895199921218,3.200997809452
8.9,1.6827944788484,3.2432713540993
