time,J,surface_area
0,0,0
0.1,0.019964001684292,0.83741008440133
0.2,0.074887336219686,0.83795657206159
0.3,0.1590040089182,0.83976574705922
0.4,0.26858455270004,0.84343808376499
0.5,0.40059115855178,0.84925084678923
0.6,0.55382944597194,0.85696987371858
0.7,0.72873110601236,0.86660833202041
0.8,0.92391905340961,0.87840809082753
0.9,1.1342733503979,0.89479018137068
1,1.3484587108206,0.92117134918646
1.1,1.3836693496424,0.93016408718654
1.2,1.4180883359332,0.93961914992256
1.3,1.4506087249509,0.95034574196112
1.4,1.4810113205078,0.9625674281348
1.5,1.5078400997642,0.97720041848714
1.6,1.5311854055668,0.99429422758819
1.7,1.5508212995545,1.0140382515245
1.8,1.5687021663374,1.0351556096998
1.9,1.5845285458545,1.0578582167686
2,1.598701084142,1.0818277254596
2.1,1.6139850236209,1.1049839614094
2.2,1.6317763895459,1.1261206970945
2.3,1.6481896978492,1.1482846822983
2.4,1.6613067021224,1.1731526179569
2.5,1.6733655882257,1.1989939763805
2.6,1.6834057094994,1.2265221996296
2.7,1.6905532000236,1.2563940960273
2.8,1.6959921613449,1.2877597246187
2.9,1.700609518644,1.3199403227822
3,1.7047016114843,1.352716038984
3.1,1.7075826378152,1.3866188466496
3.2,1.7096200091101,1.4213722301252
3.3,1.711545787769,1.4564051585278
3.4,1.7125828940219,1.4923230378667
3.5,1.7136204427196,1.5284203138226
3.6,1.7144567742087,1.5648634987594
3.7,1.7153840676755,1.6013745347906
3.8,1.7162122735327,1.6381236548647
3.9,1.7163734135624,1.675500342641
4,1.7163824661633,1.713145438539
4.1,1.7164966558368,1.7508879469575
4.2,1.7183875597738,1.7871279477368
4.3,1.7213355949898,1.8226644762055
4.4,1.7238954373943,1.8585944030183
4.5,1.7249504968016,1.8959248368784
4.6,1.7256406049146,1.9336824017461
4.7,1.7266873189321,1.9714700172309
4.8,1.7267680116397,2.0099863704053
4.9,1.7268470921929,2.0486096449973
5,1.7267128070842,2.0875143058978
5.1,1.7263044407559,2.126749770061
5.2,1.725741095342,2.1662092094578
5.3,1.7250156375685,2.2058904342938
5.4,1.7242087683722,2.245721293139
5.5,1.7232445197808,2.2857640416366
5.6,1.7222843504371,2.3258751434945
5.7,1.7213254868797,2.3659745192736
5.8,1.7208375914883,2.4056389325663
5.9,1.7200056580195,2.4456339366436
6,1.7216206776856,2.483474701916
6.1,1.7243588792131,2.5203741208579
6.2,1.7257005379921,2.5586112790743
6.3,1.7266220728109,2.5972910407886
6.4,1.7269425756652,2.6365957726972
6.5,1.7272036171421,2.675981777332
6.6,1.7271799931568,2.7156853837887
6.7,1.7263597814211,2.7561744179805
6.8,1.7260133527277,2.7962796846287
6.9,1.7247025067856,2.83732107289
7,1.7239218793562,2.8779214633421
7.1,1.7227537692282,2.9189252901895
7.2,1.721356990819,2.9601815300386
7.3,1.7199055031313,3.0015336580702
7.4,1.7188110387003,3.0426004007085
7.5,1.7174424162515,3.0838786071989
7.6,1.715860529671,3.1253149963123
7.7,1.7149781979093,3.1661034737463
7.8,1.7160078550633,3.2051731692134
7.9,1.7177746077643,3.2436376473843
8,1.7185037778398,3.2831402625777
8.1,1.7184779699489,3.3234201333857
8.2,1.7177086863521,3.3644686355896
8.3,1.7164007137867,3.4061063211516
8.4,1.7145234208554,3.4483640962344
8.5,1.7131012962953,3.4902932820124
8.6,1.7105856041199,3.5333427356839
8.7,1.7080755022951,3.5765038627739
8.8,1.7058390543158,3.6195345715613
8.9,1.7031348306471,3.6631556589268
