time,J,surface_area
0,0,0
0.1,0.017361735723347,0.55825822311735
0.2,0.06690781430617,0.55845332052633
0.3,0.14585449843679,0.55912778718115
0.4,0.25128395580934,0.56055458568337
0.5,0.38125774278747,0.56297189394016
0.6,0.5338307662942,0.56662981785576
0.7,0.70721339977724,0.57185920237378
0.8,0.89816662753322,0.5794500900494
0.9,1.0989205463005,0.59178669117532
1,1.2962416189453,0.6129370747658
1.1,1.3289225869411,0.61933113670558
1.2,1.3609805974227,0.62600110144121
1.3,1.3915421317332,0.63335401041596
1.4,1.4206705279993,0.64140783067818
1.5,1.4475199374136,0.65053351648018
1.6,1.4722024319245,0.66069006049571
1.7,1.4950281012191,0.67173626898218
1.8,1.515572719281,0.68387991980093
1.9,1.5333026900445,0.69739190957231
2,1.5492066046349,0.71181684417573
2.1,1.5636374407136,0.72700488739639
2.2,1.5758389324047,0.74334613565953
2.3,1.5867052400171,0.76041568147693
2.4,1.5962660125976,0.77822250339443
2.5,1.6040964504896,0.7970034682592
2.6,1.611407825693,0.81615028577826
2.7,1.6179106733008,0.83581625304642
2.8,1.6236247273547,0.85600030324265
2.9,1.6286543922473,0.87665167711156
3,1.6330995701047,0.89772048052768
3.1,1.6364784908248,0.91947383472754
3.2,1.6398840648968,0.94131890018872
3.3,1.6429400233473,0.96345913095456
3.4,1.6456481960792,0.9858948499664
3.5,1.6480242930038,1.0086148259807
3.6,1.6501724149546,1.0315741661373
3.7,1.6520403835113,1.0547739430803
3.8,1.6537085548632,1.0781789950196
3.9,1.6561540088057,1.1012014476916
4,1.6578873256749,1.1247009178592
4.1,1.6597374110823,1.1482075328056
4.2,1.6613683159146,1.171918431221
4.3,1.6628106899499,1.1958169054972
4.4,1.6640499585381,1.2199097357628
4.5,1.6651644885128,1.2441580592611
4.6,1.6661312766238,1.2685459772997
4.7,1.666941576676,1.2930938827038
4.8,1.6676746104868,1.3177522264854
4.9,1.6682782393661,1.342548813
5,1.6688229958159,1.367439821741
5.1,1.6692775991481,1.3924404678945
5.2,1.6696741473438,1.417530688991
5.3,1.670016589408,1.4427195673799
5.4,1.6702883840944,1.4679866741492
5.5,1.6704973892173,1.493338568828
5.6,1.6706663676137,1.5187618749827
5.7,1.6718858743752,1.5435494688366
5.8,1.6728754691859,1.568503212651
5.9,1.6736317670325,1.5936399906575
6,1.674248662983,1.6189055739335
6.1,1.6742910626069,1.6446271397254
6.2,1.6751207404999,1.669851779826
6.3,1.6749408786241,1.6957376130776
6.4,1.6755645462821,1.7211513832978
6.5,1.6752408803852,1.7471983285255
6.6,1.675721246439,1.7727689750042
6.7,1.6757841014454,1.7986348503946
6.8,1.6757206631361,1.824610507977
6.9,1.6756173996218,1.8506415491617
7,1.675455253905,1.8767383159905
7.1,1.6752613245092,1.9028842472501
7.2,1.6750180593073,1.9290885857678
7.3,1.6747523545522,1.9553326140377
7.4,1.6744461857541,1.9816264062997
7.5,1.6752730317498,2.0072004568441
7.6,1.6757338912545,2.03301815007
7.7,1.6759700822558,2.0590076062122
7.8,1.6760537296811,2.0851261446458
7.9,1.6760508928236,2.1113331645884
8,1.6759212182691,2.1376551889497
8.1,1.6757229481021,2.1640566539819
8.2,1.6754494520737,2.1905436687677
8.3,1.675120736793,2.2171059458295
8.4,1.6747357164506,2.2437475646369
8.5,1.6748181261882,2.2701390612808
8.6,1.6744212225813,2.2968888944962
8.7,1.6739265339959,2.323761305707
8.8,1.6733744542386,2.350737846686
8.9,1.6728301709536,2.3777859950633
9,1.672266646322,2.4049334418023
9.1,1.6717141151854,2.4321746463553
