time,Rx_left,Rx_right,p,separation
0,0,0,0,0
0.00025,-0.039661376618519,0.038982626618482,0.00075,4.4845771488916e-09
0.0005,-0.078657307172986,0.077978557172947,0.00075,8.9192224665743e-09
0.00075,-0.11765323772745,0.11697448772742,0.00075,1.3353867784257e-08
0.001,-0.15664916828192,0.15597041828188,0.00075,1.778851310194e-08
0.00125,-0.19564509883639,0.19496634883635,0.00075,2.2223158419623e-08
0.0015,-0.23464102939085,0.23396227939082,0.00075,2.6657803737305e-08
0.00175,-0.27363695994532,0.27295820994529,0.00075,3.1092449054988e-08
0.002,-0.31263289049979,0.31195414049975,0.00075,3.5527094372671e-08
0.00225,-0.35162882105426,0.35095007105422,0.00075,3.9961739690354e-08
0.0025,-0.39062475160872,0.38994600160869,0.00075,4.4396385008036e-08
0.00275,-0.42962068216319,0.42894193216317,0.00075,4.8831030325719e-08
0.003,-0.46861661271766,0.46793786271761,0.00075,5.3265675643402e-08
0.00325,-0.50761254327213,0.50693379327209,0.00075,5.7700320961084e-08
0.0035,-0.54660847382659,0.54592972382655,0.00075,6.2134966278767e-08
0.00375,-0.58560440438106,0.58492565438103,0.00075,6.656961159645e-08
0.004,-0.62460033493553,0.62392158493548,0.00075,7.1004256914133e-08
0.00425,-0.66359626548999,0.66291751548996,0.00075,7.5438902231816e-08
0.0045,-0.70259219604446,0.70191344604442,0.00075,7.9873547549498e-08
0.00475,-0.74158812659893,0.74090937659889,0.00075,8.4308192867181e-08
0.005,-0.7805840571534,0.77990530715336,0.00075,8.8742838184864e-08
0.00525,-0.81957998770786,0.81890123770782,0.00075,9.3177483502546e-08
0.0055,-0.85857591826233,0.85789716826227,0.00075,9.7612128820229e-08
0.00575,-0.8975718488168,0.89689309881677,0.00075,1.0204677413791e-07
0.006,-0.93656777937126,0.93588902937124,0.00075,1.0648141945559e-07
0.00625,-0.97556370992573,0.9748849599257,0.00075,1.1091606477328e-07
0.0065,-1.0145596404802,1.0138808904801,0.00075,1.1535071009096e-07
0.00675,-1.0535555710347,1.0528768210346,0.00075,1.1978535540864e-07
0.007,-1.0925515015891,1.0918727515891,0.00075,1.2422000072633e-07
0.00725,-1.1315474321436,1.1308686821436,0.00075,1.2865464604401e-07
0.0075,-1.1705433626981,1.169864612698,0.00075,1.3308929136169e-07
0.00775,-1.2095392932525,1.2088605432525,0.00075,1.3752393667937e-07
0.008,-1.248535223807,1.2478564738069,0.00075,1.4195858199706e-07
0.00825,-1.2875311543615,1.2868524043615,0.00075,1.4639322731474e-07
0.0085,-1.3265270849159,1.3258483349159,0.00075,1.5082787263242e-07
0.00875,-1.3655230154704,1.3648442654703,0.00075,1.552625179501e-07
0.009,-1.4045189460249,1.4038401960248,0.00075,1.5969716326779e-07
0.00925,-1.4435148765793,1.4428361265793,0.00075,1.6413180858547e-07
0.0095,-1.4825108071338,1.4818320571338,0.00075,1.6856645390315e-07
0.00975,-1.5215067376883,1.5208279876883,0.00075,1.7300109922084e-07
0.01,-1.5605026682427,1.5598239182426,0.00075,1.7743574453852e-07
0.01025,-1.5994985987972,1.5988198487972,0.00075,1.818703898562e-07
0.0105,-1.6384945293517,1.6378157793516,0.00075,1.8630503517388e-07
0.01075,-1.6774904599061,1.6768117099061,0.00075,1.9073968049157e-07
0.011,-1.7164863904606,1.7158076404605,0.00075,1.9517432580925e-07
0.01125,-1.7554823210151,1.7548035710151,0.00075,1.9960897112693e-07
0.0115,-1.7944782515695,1.7937995015695,0.00075,2.0404361644461e-07
0.01175,-1.833474182124,1.832795432124,0.00075,2.084782617623e-07
0.012,-1.8724701126785,1.8717913626785,0.00075,2.1291290707998e-07
0.01225,-1.9114660432329,1.9107872932329,0.00075,2.1734755239766e-07
0.0125,-1.9504619737874,1.9497832237873,0.00075,2.2178219771535e-07
0.01275,-1.9894579043419,1.9887791543419,0.00075,2.2621684303303e-07
0.013,-2.0284538348963,2.0277750848963,0.00075,2.3065148835071e-07
0.01325,-2.0674497654508,2.0667710154508,0.00075,2.3508613366839e-07
0.0135,-2.1064456960053,2.1057669460053,0.00075,2.3952077898608e-07
0.01375,-2.1454416265597,2.1447628765597,0.00075,2.4395542430376e-07
0.014,-2.1844375571142,2.1837588071142,0.00075,2.4839006962144e-07
0.01425,-2.2234334876687,2.2227547376687,0.00075,2.5282471493913e-07
0.0145,-2.2624294182232,2.2617506682231,0.00075,2.5725936025681e-07
0.01475,-2.3014253487776,2.3007465987776,0.00075,2.6169400557449e-07
0.015,-2.3404212793321,2.339742529332,0.00075,2.6612865089217e-07
0.01525,-2.3794172098866,2.3787384598866,0.00075,2.7056329620986e-07
0.0155,-2.418413140441,2.417734390441,0.00075,2.7499794152754e-07
0.01575,-2.4574090709955,2.4567303209955,0.00075,2.7943258684522e-07
0.016,-2.49640500155,2.4957262515499,0.00075,2.838672321629e-07
0.01625,-2.5354009321044,2.5347221821044,0.00075,2.8830187748059e-07
0.0165,-2.5743968626589,2.5737181126589,0.00075,2.9273652279827e-07
0.01675,-2.6133927932134,2.6127140432133,0.00075,2.9717116811595e-07
0.017,-2.6523887237678,2.6517099737678,0.00075,3.0160581343363e-07
0.01725,-2.6913846543223,2.6907059043221,0.00075,3.0604045875132e-07
0.0175,-2.7303805848768,2.7297018348768,0.00075,3.10475104069e-07
0.01775,-2.7693765154312,2.7686977654311,0.00075,3.1490974938668e-07
0.018,-2.8083724459857,2.8076936959857,0.00075,3.1934439470437e-07
0.01825,-2.8473683765402,2.8466896265401,0.00075,3.2377904002205e-07
